0.2010022,0.6351172,0.9504689,1.179321,1.354691,1.495126,1.611354,1.709984,1.795325,1.87032,1.937057,1.997068,2.051505,2.101256,2.147016,2.189342,2.228683,2.265408,2.299823,2.558612,2.729718,2.95625,3.184742938,3.398609188
0.193179,0.6294481,0.9564746,1.19723,1.383028,1.532369,1.656225,1.761451,1.852559,1.93265,2.003933,2.068034,2.126178,2.179312,2.228177,2.273367,2.315364,2.354561,2.391287,2.667213,2.849389,3.009265469,3.237758406,3.451624656
0.1892648,0.6266441,0.9606115,1.2089,1.401557,1.55691,1.686009,1.795829,1.890994,1.974697,2.049222,2.116253,2.177065,2.232641,2.283754,2.331023,2.37495,2.415949,2.454361,2.742846,2.933173,3.062280938,3.290773875,3.504640125
0.1869239,0.6249713,0.963532,1.217021,1.414548,1.574255,1.707205,1.820437,1.91864,2.005066,2.082048,2.151312,2.214162,2.271609,2.324449,2.37332,2.418737,2.461128,2.500844,2.7991,2.9958,3.115296406,3.343789344,3.557655594
0.185369,0.6238602,0.9656833,1.22298,1.424151,1.587166,1.723076,1.838955,1.939532,2.028098,2.107021,2.178053,2.242524,2.301465,2.355686,2.40584,2.452454,2.495964,2.536731,2.842892,3.027993254,3.168311875,3.396804813,3.610671063
0.1842618,0.6230685,0.9673274,1.227534,1.431536,1.597154,1.735417,1.853415,1.955904,2.046203,2.126704,2.19918,2.264979,2.325144,2.380502,2.431713,2.479315,2.52375,2.565387,2.878126,3.060186557,3.221327344,3.449820281,3.663686531
0.1834338,0.6224757,0.9686225,1.231126,1.437392,1.605113,1.745294,1.86503,1.969097,2.060832,2.142645,2.216325,2.283234,2.344427,2.400739,2.45284,2.501275,2.546491,2.588864,2.861237,3.092379859,3.274342813,3.50283575,3.716702
0.1827912,0.6220153,0.969668,1.23403,1.442149,1.611608,1.753382,1.874572,1.979964,2.07291,2.155833,2.230535,2.298388,2.360458,2.417585,2.470448,2.519597,2.565484,2.608488,2.871492,3.1631665,3.362394,3.613696,3.7452106
0.1822783,0.6216474,0.9705293,1.236426,1.446091,1.617009,1.76013,1.882554,1.989077,2.083059,2.166935,2.242517,2.311185,2.374011,2.431845,2.485368,2.535137,2.581607,2.625162,2.898717,3.1760535,3.45339,3.6807265,3.7737192
0.1818593,0.6213467,0.9712507,1.238437,1.449411,1.621571,1.765847,1.889333,1.996831,2.091711,2.176415,2.252763,2.322141,2.38563,2.444082,2.498185,2.548497,2.59548,2.639519,2.923558,3.19971275,3.4758675,3.70202225,3.8022278
