178.512999773
         10135199 function calls (10083810 primitive calls) in 123.086 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 geo.py:320(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:323(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:371(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:406(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:409(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:464(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:492(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:495(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:556(InvertedLambertTransform)
       24    0.000    0.000    0.000    0.000 getlimits.py:11(_frz)
        2    0.000    0.000    0.097    0.049 getlimits.py:120(_init)
        4    0.000    0.000    0.000    0.000 getlimits.py:137(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:138(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:139(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:176(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
       11    0.000    0.000    0.098    0.009 getlimits.py:87(__new__)
        1    0.000    0.000    0.002    0.002 glob.py:1(<module>)
       74    0.002    0.000    0.488    0.007 glob.py:10(glob)
 2376/136    0.041    0.000    0.486    0.004 glob.py:18(iglob)
       64    0.002    0.000    0.113    0.002 glob.py:49(glob1)
     2176    0.007    0.000    0.007    0.000 glob.py:60(<lambda>)
     2176    0.032    0.000    0.262    0.000 glob.py:63(glob0)
      394    0.003    0.000    0.005    0.000 glob.py:77(has_magic)
        1    0.000    0.000    0.000    0.000 gridspec.py:131(__getitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:177(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:184(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:242(get_subplot_params)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:262(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:323(SubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:344(get_gridspec)
        1    0.000    0.000    0.001    0.001 gridspec.py:357(get_position)
        4    0.000    0.000    0.000    0.000 gridspec.py:45(get_geometry)
        1    0.000    0.000    0.000    0.000 gridspec.py:61(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:67(set_height_ratios)
        1    0.000    0.000    0.001    0.001 gridspec.py:74(get_grid_positions)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.003    0.003    0.003    0.003 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:91(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1027(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1123(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1148(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1181(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1186(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1189(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1192(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1197(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1200(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1203(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1217(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1220(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1223(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1226(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1239(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:215(HTTPMessage)
        1    0.000    0.000    0.000    0.000 httplib.py:320(HTTPResponse)
        1    0.000    0.000    0.000    0.000 httplib.py:657(HTTPConnection)
        1    0.001    0.001    0.003    0.003 httplib.py:67(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1003(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:30(_AxesImageBase)
        1    0.001    0.001    0.001    0.001 image.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:507(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:653(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:771(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:888(FigureImage)
        1    0.003    0.003    0.016    0.016 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:142(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:202(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:270(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:277(_retval)
        3    0.000    0.000    0.000    0.000 index_tricks.py:288(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:297(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:397(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:491(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:496(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:513(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:518(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:565(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:660(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:703(__init__)
        1    0.000    0.000    0.000    0.000 info.py:104(<module>)
        1    0.000    0.000    0.000    0.000 info.py:119(<module>)
        1    0.000    0.000    0.000    0.000 info.py:131(<module>)
        1    0.000    0.000    0.000    0.000 info.py:135(<module>)
        1    0.000    0.000    0.000    0.000 info.py:14(<module>)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:15(<module>)
        1    0.000    0.000    0.000    0.000 info.py:167(<module>)
        1    0.000    0.000    0.000    0.000 info.py:17(<module>)
        1    0.000    0.000    0.000    0.000 info.py:170(<module>)
        1    0.000    0.000    0.000    0.000 info.py:171(<module>)
        1    0.000    0.000    0.000    0.000 info.py:18(<module>)
        1    0.000    0.000    0.000    0.000 info.py:210(<module>)
        1    0.000    0.000    0.000    0.000 info.py:23(<module>)
        1    0.000    0.000    0.000    0.000 info.py:247(<module>)
        1    0.000    0.000    0.000    0.000 info.py:30(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:349(<module>)
        1    0.000    0.000    0.000    0.000 info.py:44(<module>)
        1    0.000    0.000    0.000    0.000 info.py:45(<module>)
        1    0.000    0.000    0.000    0.000 info.py:50(<module>)
        1    0.000    0.000    0.000    0.000 info.py:55(<module>)
        1    0.000    0.000    0.000    0.000 info.py:67(<module>)
        1    0.000    0.000    0.000    0.000 info.py:8(<module>)
        1    0.000    0.000    0.000    0.000 info.py:80(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 info.py:87(<module>)
        1    0.000    0.000    0.000    0.000 info.py:88(<module>)
        1    0.000    0.000    0.000    0.000 info.py:9(<module>)
        1    0.000    0.000    0.000    0.000 info.py:95(<module>)
      255    0.002    0.000    0.002    0.000 inspect.py:142(isfunction)
      255    0.002    0.000    0.002    0.000 inspect.py:209(iscode)
        1    0.002    0.002    0.176    0.176 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:628(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:630(BlockFinder)
      255    0.002    0.000    0.003    0.000 inspect.py:67(ismethod)
      255    0.008    0.000    0.015    0.000 inspect.py:741(getargs)
      255    0.006    0.000    0.029    0.000 inspect.py:801(getargspec)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:7(LinearOperator)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:36(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(NNInterpolator)
        1    0.003    0.003    0.004    0.004 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:65(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:66(combine)
        1    0.001    0.001    0.001    0.001 kde.py:21(<module>)
        1    0.001    0.001    0.001    0.001 kde.py:38(gaussian_kde)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.003    0.003    0.003    0.003 lapack.py:5(<module>)
        1    0.001    0.001    0.001    0.001 lbfgsb.py:27(<module>)
        1    0.002    0.002    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:41(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend.py:65(Legend)
        1    0.001    0.001    0.004    0.004 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:15(lil_matrix)
        1    0.000    0.000    0.000    0.000 lil.py:2(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        7    0.000    0.000    0.003    0.000 lines.py:1411(_draw_tickleft)
        7    0.000    0.000    0.003    0.000 lines.py:1419(_draw_tickright)
       10    0.000    0.000    0.004    0.000 lines.py:1428(_draw_tickup)
       10    0.000    0.000    0.004    0.000 lines.py:1436(_draw_tickdown)
       45    0.001    0.000    0.002    0.000 lines.py:1539(update_from)
      135    0.019    0.000    0.068    0.001 lines.py:163(__init__)
      135    0.001    0.000    0.002    0.000 lines.py:1654(set_dash_joinstyle)
      135    0.001    0.000    0.001    0.000 lines.py:1665(set_solid_joinstyle)
      135    0.001    0.000    0.001    0.000 lines.py:1689(set_dash_capstyle)
      135    0.001    0.000    0.001    0.000 lines.py:1703(set_solid_capstyle)
       34    0.000    0.000    0.000    0.000 lines.py:1731(is_dashed)
        1    0.000    0.000    0.000    0.000 lines.py:1735(VertexSelector)
      135    0.001    0.000    0.001    0.000 lines.py:338(set_fillstyle)
      135    0.000    0.000    0.000    0.000 lines.py:348(set_markevery)
       34    0.000    0.000    0.000    0.000 lines.py:369(get_markevery)
        1    0.000    0.000    0.023    0.023 lines.py:4(<module>)
      135    0.002    0.000    0.004    0.000 lines.py:403(set_data)
       79    0.009    0.000    0.032    0.000 lines.py:420(recache)
       34    0.000    0.000    0.002    0.000 lines.py:473(_transform_path)
      135    0.001    0.000    0.004    0.000 lines.py:482(set_transform)
       34    0.006    0.000    0.068    0.002 lines.py:497(draw)
       34    0.001    0.000    0.002    0.000 lines.py:583(get_markeredgecolor)
       45    0.000    0.000    0.018    0.000 lines.py:654(get_path)
      135    0.000    0.000    0.000    0.000 lines.py:671(set_antialiased)
      135    0.000    0.000    0.000    0.000 lines.py:679(set_color)
      135    0.000    0.000    0.000    0.000 lines.py:687(set_drawstyle)
      135    0.001    0.000    0.001    0.000 lines.py:699(set_linewidth)
      135    0.003    0.000    0.006    0.000 lines.py:707(set_linestyle)
        1    0.000    0.000    0.003    0.003 lines.py:71(Line2D)
      135    0.001    0.000    0.001    0.000 lines.py:755(set_marker)
      135    0.000    0.000    0.000    0.000 lines.py:821(set_markeredgecolor)
      135    0.001    0.000    0.002    0.000 lines.py:831(set_markeredgewidth)
      135    0.000    0.000    0.000    0.000 lines.py:841(set_markerfacecolor)
      135    0.000    0.000    0.000    0.000 lines.py:852(set_markerfacecoloralt)
      135    0.000    0.000    0.000    0.000 lines.py:863(set_markersize)
      203    0.001    0.000    0.001    0.000 lines.py:871(set_xdata)
      191    0.001    0.000    0.001    0.000 lines.py:880(set_ydata)
        1    0.001    0.001    0.001    0.001 linesearch.py:1(<module>)
        1    0.005    0.005    0.011    0.011 linsolve.py:1(<module>)
        1    0.001    0.001    0.003    0.003 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.001    0.001    0.001    0.001 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:85(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 locale.py:545(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.049    0.025    0.097    0.048 machar.py:114(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        2    0.000    0.000    0.097    0.049 machar.py:95(__init__)
        1    0.001    0.001    0.002    0.002 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.025    0.025   14.626   14.626 make_tbls.py:2(<module>)
     5608    0.077    0.000    6.928    0.001 make_tbls.py:421(<lambda>)
     5608    0.074    0.000    6.056    0.001 make_tbls.py:422(<lambda>)
     5608    1.295    0.000   14.304    0.003 make_tbls.py:427(qhat)
     5608    0.089    0.000   14.393    0.003 make_tbls.py:449(<lambda>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1019(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1026(StandardPsFonts)
       36    0.000    0.000    0.000    0.000 mathtext.py:110(__init__)
       36    0.000    0.000    0.000    0.000 mathtext.py:113(set_canvas_size)
        1    0.000    0.000    0.000    0.000 mathtext.py:1215(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1218(Node)
      265    0.001    0.000    0.001    0.000 mathtext.py:1222(__init__)
       61    0.000    0.000    0.000    0.000 mathtext.py:1231(get_kerning)
       39    0.000    0.000    0.000    0.000 mathtext.py:1234(shrink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1251(Box)
       86    0.001    0.000    0.001    0.000 mathtext.py:1255(__init__)
        5    0.000    0.000    0.000    0.000 mathtext.py:1261(shrink)
        4    0.000    0.000    0.000    0.000 mathtext.py:1274(render)
        1    0.000    0.000    0.000    0.000 mathtext.py:1277(Vbox)
        2    0.000    0.000    0.000    0.000 mathtext.py:1281(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1288(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(Char)
       87    0.003    0.000    0.081    0.001 mathtext.py:1302(__init__)
       87    0.001    0.000    0.077    0.001 mathtext.py:1318(_update_metrics)
       84    0.001    0.000    0.007    0.000 mathtext.py:1331(get_kerning)
      174    0.003    0.000    0.032    0.000 mathtext.py:1346(render)
       17    0.000    0.000    0.000    0.000 mathtext.py:1354(shrink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1369(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1398(List)
       82    0.001    0.000    0.002    0.000 mathtext.py:1402(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1418(_determine_order)
        1    0.000    0.000    0.000    0.000 mathtext.py:1430(_set_glue)
      5/2    0.000    0.000    0.001    0.000 mathtext.py:1444(shrink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1459(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendBbox)
       81    0.002    0.000    0.032    0.000 mathtext.py:1463(__init__)
       76    0.005    0.000    0.017    0.000 mathtext.py:1469(kern)
       83    0.006    0.000    0.011    0.000 mathtext.py:1507(hpack)
       18    0.000    0.000    0.000    0.000 mathtext.py:152(__init__)
       88    0.002    0.000    0.003    0.000 mathtext.py:157(_update_bbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1570(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1574(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1578(vpack)
       87    0.001    0.000    0.004    0.000 mathtext.py:163(render_glyph)
        1    0.000    0.000    0.000    0.000 mathtext.py:1644(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1654(__init__)
        2    0.000    0.000    0.000    0.000 mathtext.py:1658(render)
        1    0.000    0.000    0.000    0.000 mathtext.py:1661(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1665(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1672(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1681(Glue)
        4    0.000    0.000    0.000    0.000 mathtext.py:1688(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:169(render_rect_filled)
        1    0.000    0.000    0.000    0.000 mathtext.py:1714(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1718(__init__)
       18    0.001    0.000    0.052    0.003 mathtext.py:172(get_results)
        4    0.000    0.000    0.000    0.000 mathtext.py:1733(factory)
        1    0.000    0.000    0.000    0.000 mathtext.py:1750(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1754(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1758(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1762(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1770(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1774(SsGlue)
        4    0.000    0.000    0.000    0.000 mathtext.py:1775(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1778(HCentered)
        2    0.000    0.000    0.001    0.000 mathtext.py:1783(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1787(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1795(Kern)
       88    0.001    0.000    0.001    0.000 mathtext.py:1805(__init__)
       17    0.000    0.000    0.000    0.000 mathtext.py:1812(shrink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1821(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1835(AutoHeightChar)
       92    0.001    0.000    0.002    0.000 mathtext.py:186(get_hinting_type)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1889(Ship)
       18    0.000    0.000    0.000    0.000 mathtext.py:189(_switch_to_real_backend)
       36    0.000    0.000    0.049    0.001 mathtext.py:1899(__call__)
        1    0.006    0.006    0.006    0.006 mathtext.py:19(<module>)
        4    0.000    0.000    0.000    0.000 mathtext.py:1908(clamp)
    90/36    0.010    0.000    0.049    0.001 mathtext.py:1916(hlist_out)
        1    0.000    0.000    0.000    0.000 mathtext.py:195(MathtextBackendAggRender)
        2    0.000    0.000    0.014    0.007 mathtext.py:1979(vlist_out)
       18    0.000    0.000    0.000    0.000 mathtext.py:200(__init__)
        9    0.000    0.000    0.001    0.000 mathtext.py:2042(Error)
        1    0.000    0.000    0.000    0.000 mathtext.py:2053(Parser)
       18    0.000    0.000    0.001    0.000 mathtext.py:206(set_canvas_size)
       87    0.002    0.000    0.004    0.000 mathtext.py:210(render_glyph)
        1    0.001    0.001    4.235    4.235 mathtext.py:2132(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:214(render_rect_filled)
       18    0.000    0.000    0.000    0.000 mathtext.py:223(get_results)
       92    0.001    0.000    0.002    0.000 mathtext.py:232(get_hinting_type)
       19    0.000    0.000    0.000    0.000 mathtext.py:2328(clear)
       18    0.000    0.000    1.667    0.093 mathtext.py:2336(parse)
        1    0.000    0.000    0.000    0.000 mathtext.py:2358(State)
       57    0.000    0.000    0.000    0.000 mathtext.py:2365(__init__)
       39    0.001    0.000    0.001    0.000 mathtext.py:2372(copy)
       18    0.000    0.000    0.001    0.000 mathtext.py:238(MathtextBackendAgg)
      222    0.001    0.000    0.001    0.000 mathtext.py:2380(_get_font)
       37    0.000    0.000    0.000    0.000 mathtext.py:2382(_set_font)
      169    0.001    0.000    0.001    0.000 mathtext.py:2388(get_state)
       21    0.000    0.000    0.000    0.000 mathtext.py:2394(pop_state)
       39    0.001    0.000    0.002    0.000 mathtext.py:2400(push_state)
       18    0.000    0.000    0.008    0.000 mathtext.py:2407(finish)
        1    0.000    0.000    0.000    0.000 mathtext.py:241(MathtextBackendBitmapRender)
       18    0.000    0.000    0.017    0.001 mathtext.py:2412(math)
       36    0.002    0.000    0.007    0.000 mathtext.py:2418(non_math)
        4    0.000    0.000    0.001    0.000 mathtext.py:2428(_make_space)
       87    0.003    0.000    0.087    0.001 mathtext.py:2456(symbol)
        1    0.000    0.000    0.000    0.000 mathtext.py:252(MathtextBackendPs)
        3    0.000    0.000    0.000    0.000 mathtext.py:2572(start_group)
        3    0.000    0.000    0.004    0.001 mathtext.py:2579(group)
        3    0.000    0.000    0.000    0.000 mathtext.py:2583(end_group)
       89    0.004    0.000    0.012    0.000 mathtext.py:2610(subsuperscript)
        1    0.000    0.000    0.003    0.003 mathtext.py:2731(_genfrac)
        1    0.000    0.000    0.003    0.003 mathtext.py:2778(frac)
        1    0.000    0.000    0.000    0.000 mathtext.py:2874(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:2895(__init__)
       36    0.002    0.000    7.391    0.205 mathtext.py:2902(parse)
        1    0.000    0.000    0.000    0.000 mathtext.py:293(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:321(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:351(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:407(Fonts)
       36    0.000    0.000    0.000    0.000 mathtext.py:416(__init__)
       18    0.000    0.000    0.000    0.000 mathtext.py:432(destroy)
       90    0.001    0.000    0.077    0.001 mathtext.py:458(get_metrics)
       36    0.001    0.000    0.002    0.000 mathtext.py:489(set_canvas_size)
      174    0.008    0.000    0.029    0.000 mathtext.py:497(render_glyph)
        2    0.000    0.000    0.000    0.000 mathtext.py:520(render_rect_filled)
       18    0.000    0.000    0.000    0.000 mathtext.py:539(get_used_characters)
    36/18    0.000    0.000    0.052    0.003 mathtext.py:547(get_results)
        1    0.000    0.000    0.000    0.000 mathtext.py:563(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:568(CachedFont)
       75    0.008    0.000    0.016    0.000 mathtext.py:569(__init__)
       36    0.001    0.000    0.039    0.001 mathtext.py:578(__init__)
       18    0.001    0.000    0.001    0.000 mathtext.py:588(destroy)
       92    0.002    0.000    0.026    0.000 mathtext.py:592(_get_font)
       92    0.001    0.000    0.001    0.000 mathtext.py:607(_get_offset)
      386    0.013    0.000    0.087    0.000 mathtext.py:612(_get_info)
        2    0.000    0.000    0.000    0.000 mathtext.py:665(get_underline_thickness)
       61    0.002    0.000    0.005    0.000 mathtext.py:671(get_kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:681(BakomaFonts)
       18    0.002    0.000    1.421    0.079 mathtext.py:697(__init__)
       92    0.003    0.000    0.032    0.000 mathtext.py:710(_get_glyph)
        1    0.000    0.000    0.000    0.000 mathtext.py:796(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:906(StixFonts)
       18    0.002    0.000    0.968    0.054 mathtext.py:936(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:94(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mbcs.py:20(decode)
        1    0.000    0.000    0.000    0.000 mbcs.py:23(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mbcs.py:27(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mbcs.py:30(StreamWriter)
        1    0.000    0.000    0.000    0.000 mbcs.py:33(StreamReader)
        1    0.000    0.000    0.000    0.000 mbcs.py:38(getregentry)
        1    0.000    0.000    0.000    0.000 mbcs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.001    0.001    0.001    0.001 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.001    0.001    0.001    0.001 minpack.py:1(<module>)
      306    0.007    0.000    0.806    0.003 minpack.py:12(_check_func)
      306    0.031    0.000   14.503    0.047 minpack.py:168(leastsq)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.001    0.001    0.001    0.001 misc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:1205(FIFOBuffer)
        1    0.002    0.002    0.003    0.003 mlab.py:142(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2344(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2354(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2365(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:2366(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2376(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:2377(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2391(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:2402(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:2411(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:2415(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:2420(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:2425(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:2437(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:805(PCA)
        1    0.001    0.001    0.001    0.001 morestats.py:6(<module>)
        1    0.014    0.014    0.666    0.666 mpl.py:1(<module>)
        1    0.002    0.002    0.002    0.002 mstats.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.001    0.001    0.001    0.001 nnls.py:1(<module>)
        1    0.003    0.003    0.065    0.065 nonlin.py:107(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1126(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1172(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1211(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:131(NoConvergence)
        7    0.003    0.000    0.004    0.001 nonlin.py:1428(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:210(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:380(TerminationCondition)
