178.512999773
         10135199 function calls (10083810 primitive calls) in 123.086 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      179    0.001    0.000    0.001    0.000 backend_bases.py:120(close_group)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1222(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1267(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1307(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1338(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1367(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1480(draw_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1500(close_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1772(_get_print_method)
        1    0.000    0.000    7.921    7.921 backend_bases.py:1798(print_figure)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1961(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2008(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2113(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2125(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2249(Cursors)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2255(NavigationToolbar2)
        1    0.000    0.000    0.017    0.017 backend_bases.py:2299(__init__)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2735(update)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2770(set_history_buttons)
        1    0.003    0.003    0.020    0.020 backend_bases.py:29(<module>)
       18    0.000    0.000    0.000    0.000 backend_bases.py:542(flipy)
      192    0.002    0.000    0.003    0.000 backend_bases.py:564(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:59(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:621(GraphicsContextBase)
      192    0.001    0.000    0.001    0.000 backend_bases.py:634(__init__)
      192    0.001    0.000    0.001    0.000 backend_bases.py:665(restore)
      158    0.001    0.000    0.001    0.000 backend_bases.py:695(get_clip_path)
      158    0.000    0.000    0.000    0.000 backend_bases.py:752(get_snap)
      193    0.001    0.000    0.001    0.000 backend_bases.py:765(set_alpha)
      140    0.000    0.000    0.000    0.000 backend_bases.py:774(set_antialiased)
      140    0.001    0.000    0.001    0.000 backend_bases.py:783(set_capstyle)
      100    0.000    0.000    0.000    0.000 backend_bases.py:792(set_clip_rectangle)
      192    0.001    0.000    0.001    0.000 backend_bases.py:798(set_clip_path)
      106    0.001    0.000    0.001    0.000 backend_bases.py:806(set_dashes)
      192    0.001    0.000    0.005    0.000 backend_bases.py:819(set_foreground)
       34    0.000    0.000    0.000    0.000 backend_bases.py:840(set_joinstyle)
      174    0.001    0.000    0.001    0.000 backend_bases.py:849(set_linewidth)
      106    0.001    0.000    0.002    0.000 backend_bases.py:855(set_linestyle)
      124    0.000    0.000    0.000    0.000 backend_bases.py:867(set_url)
      174    0.001    0.000    0.001    0.000 backend_bases.py:873(set_snap)
      158    0.001    0.000    0.001    0.000 backend_bases.py:898(get_hatch_path)
        1    0.000    0.000    0.000    0.000 backend_bases.py:90(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:907(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:124(FigureCanvasTkAgg)
        1    0.000    0.000    0.012    0.012 backend_tkagg.py:176(__init__)
       11    0.000    0.000    0.000    0.000 backend_tkagg.py:208(filter_destroy)
        1    0.012    0.012    0.037    0.037 backend_tkagg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:378(FigureManagerTkAgg)
        1    0.000    0.000    0.017    0.017 backend_tkagg.py:387(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:408(notify_axes_change)
        1    0.000    0.000    0.016    0.016 backend_tkagg.py:456(destroy)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:468(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:530(NavigationToolbar)
        7    0.000    0.000    0.000    0.000 backend_tkagg.py:61(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:655(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.017    0.017 backend_tkagg.py:662(__init__)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:669(destroy)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        7    0.000    0.000    0.016    0.002 backend_tkagg.py:697(_Button)
        1    0.000    0.000    0.017    0.017 backend_tkagg.py:706(_init_toolbar)
        1    0.000    0.000    0.129    0.129 backend_tkagg.py:73(new_figure_manager)
        3    0.000    0.000    0.000    0.000 backend_tkagg.py:795(update)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:88(TimerTk)
        1    0.001    0.001    0.001    0.001 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:13(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:14(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:15(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:44(spmatrix)
        1    0.001    0.001    0.002    0.002 base64.py:3(<module>)
        1    0.002    0.002    0.017    0.017 basic.py:5(<module>)
        1    0.002    0.002    0.006    0.006 basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.007    0.007    0.007    0.007 blas.py:5(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:110(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:18(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:24(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:286(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:380(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bsr.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 bsr.py:19(bsr_matrix)
        1    0.000    0.000    0.001    0.001 bsr.py:8(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:255(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:484(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.004    0.004    0.014    0.014 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:129(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:21(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:30(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:41(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:588(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:94(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:999(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 cbook.py:108(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:1102(maxdict)
        9    0.000    0.000    0.000    0.000 cbook.py:1108(__init__)
       39    0.001    0.000    0.001    0.000 cbook.py:1112(__setitem__)
        1    0.000    0.000    0.000    0.000 cbook.py:1122(Stack)
        3    0.000    0.000    0.000    0.000 cbook.py:1129(__init__)
        8    0.000    0.000    0.000    0.000 cbook.py:1133(__call__)
        2    0.000    0.000    0.000    0.000 cbook.py:1155(push)
       11    0.000    0.000    0.000    0.000 cbook.py:1174(clear)
        1    0.000    0.000    0.000    0.000 cbook.py:1179(bubble)
       32    0.002    0.000    0.002    0.000 cbook.py:1207(popall)
        1    0.000    0.000    0.000    0.000 cbook.py:1273(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1391(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1425(__init__)
        6    0.000    0.000    0.000    0.000 cbook.py:1433(clean)
        1    0.000    0.000    0.000    0.000 cbook.py:148(BoundMethodProxy)
        4    0.000    0.000    0.000    0.000 cbook.py:1500(get_siblings)
        7    0.000    0.000    0.000    0.000 cbook.py:161(__init__)
       70    0.001    0.000    0.002    0.000 cbook.py:1790(is_math_text)
        1    0.000    0.000    0.000    0.000 cbook.py:193(__eq__)
       22    0.000    0.000    0.000    0.000 cbook.py:212(__init__)
       46    0.000    0.000    0.000    0.000 cbook.py:218(_check_signal)
        7    0.000    0.000    0.000    0.000 cbook.py:225(connect)
        1    0.000    0.000    0.000    0.000 cbook.py:242(disconnect)
       39    0.001    0.000    0.001    0.000 cbook.py:254(process)
        1    0.000    0.000    0.000    0.000 cbook.py:268(Scheduler)
        1    0.000    0.000    0.000    0.000 cbook.py:288(Timeout)
        1    0.000    0.000    0.000    0.000 cbook.py:306(Idle)
        1    0.000    0.000    0.000    0.000 cbook.py:327(silent_list)
        9    0.000    0.000    0.000    0.000 cbook.py:333(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:350(Bunch)
      185    0.001    0.000    0.002    0.000 cbook.py:363(__init__)
     1752    0.015    0.000    0.021    0.000 cbook.py:375(iterable)
     1623    0.019    0.000    0.030    0.000 cbook.py:382(is_string_like)
        1    0.006    0.006    0.024    0.024 cbook.py:4(<module>)
      135    0.001    0.000    0.001    0.000 cbook.py:413(is_numlike)
        1    0.000    0.000    0.000    0.000 cbook.py:44(converter)
      100    0.001    0.000    0.006    0.000 cbook.py:448(is_scalar_or_string)
        1    0.000    0.000    0.000    0.000 cbook.py:451(ViewVCCachedServer)
        1    0.000    0.000    0.000    0.000 cbook.py:59(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:64(todatetime)
      200    0.001    0.000    0.007    0.000 cbook.py:679(flatten)
        1    0.000    0.000    0.000    0.000 cbook.py:702(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:753(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:78(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:814(Null)
        1    0.000    0.000    0.000    0.000 cbook.py:851(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:852(__init__)
      174    0.002    0.000    0.003    0.000 cbook.py:855(__call__)
        1    0.000    0.000    0.000    0.000 cbook.py:876(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:882(__Full)
        1    0.000    0.000    0.000    0.000 cbook.py:89(tofloat)
      164    0.004    0.000    0.016    0.000 cbook.py:951(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:99(toint)
        1    0.007    0.007    0.010    0.010 chebyshev.py:77(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:155(ScalarMappable)
       30    0.000    0.000    0.000    0.000 cm.py:22(_reverser)
       62    0.003    0.000    0.005    0.000 cm.py:27(revcmap)
       67    0.001    0.000    0.005    0.000 cm.py:43(_reverse_cmap_spec)
      134    0.001    0.000    0.008    0.000 cm.py:55(_generate_cmap)
        1    0.003    0.003    0.018    0.018 cm.py:6(<module>)
        1    0.001    0.001    0.001    0.001 cobyla.py:9(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.001    0.001    0.002    0.002 collections.py:1(<module>)
        1    0.001    0.001    0.044    0.044 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1008(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1071(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:20(_recursive_repr)
       10    0.012    0.001    0.020    0.002 collections.py:208(namedtuple)
      392    0.002    0.000    0.003    0.000 collections.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:26(Collection)
       51    0.000    0.000    0.000    0.000 collections.py:265(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:326(Counter)
        1    0.000    0.000    0.000    0.000 collections.py:46(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:534(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:555(PolyCollection)
       14    0.000    0.000    0.007    0.001 collections.py:58(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:616(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:658(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:723(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:730(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:737(LineCollection)
      342    0.003    0.000    0.003    0.000 collections.py:76(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:894(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:926(EllipseCollection)
     7981    0.029    0.000    0.029    0.000 collections.py:97(__iter__)
        1    0.000    0.000    0.000    0.000 colorbar.py:158(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:693(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1060(LightSource)
        1    0.000    0.000    0.000    0.000 colors.py:236(ColorConverter)
      263    0.002    0.000    0.003    0.000 colors.py:258(to_rgb)
      420    0.014    0.000    0.030    0.000 colors.py:317(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:355(to_rgba_array)
        1    0.000    0.000    0.000    0.000 colors.py:465(Colormap)
      134    0.001    0.000    0.001    0.000 colors.py:474(__init__)
        1    0.002    0.002    0.029    0.029 colors.py:50(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:606(LinearSegmentedColormap)
      134    0.001    0.000    0.002    0.000 colors.py:613(__init__)
       10    0.001    0.000    0.005    0.000 colors.py:684(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:714(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:777(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:859(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:923(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:990(NoNorm)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 compat.py:113(Pickler)
        1    0.003    0.003    0.014    0.014 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:17(_cs_matrix)
        1    0.001    0.001    0.001    0.001 compressed.py:2(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1073(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.003    0.003    0.013    0.013 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:49(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:591(ContourSet)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 coo.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 coo.py:16(coo_matrix)
        1    0.000    0.000    0.001    0.001 coo.py:8(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 copy.py:123(_copy_inst)
       52    0.003    0.000    0.007    0.000 copy.py:306(_reconstruct)
       54    0.002    0.000    0.012    0.000 copy.py:66(copy)
      711    0.005    0.000    0.008    0.000 copy_reg.py:46(_reconstructor)
       52    0.000    0.000    0.001    0.000 copy_reg.py:92(__newobj__)
       12    0.001    0.000    0.001    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 core.py:1025(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1045(__init__)
       37    0.001    0.000    0.006    0.000 core.py:106(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:125(MAError)
        1    0.000    0.000    0.000    0.000 core.py:128(MaskError)
        1    0.002    0.002    0.011    0.011 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2250(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2255(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        1    0.000    0.000    0.001    0.001 core.py:2572(MaskedArray)
      104    0.001    0.000    0.002    0.000 core.py:532(filled)
        1    0.000    0.000    0.000    0.000 core.py:5521(mvoid)
     1407    0.009    0.000    0.014    0.000 core.py:5655(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5711(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5717(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5720(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:5815(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:5870(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5872(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5882(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5884(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5926(_frommethod)
       23    0.000    0.000    0.005    0.000 core.py:5936(__init__)
       23    0.000    0.000    0.005    0.000 core.py:5940(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7137(_convert2ma)
        8    0.000    0.000    0.001    0.000 core.py:7149(__init__)
        8    0.000    0.000    0.001    0.000 core.py:7154(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:723(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:731(__init__)
        1    0.000    0.000    0.000    0.000 core.py:745(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:751(__init__)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 core.py:776(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:778(__init__)
        1    0.000    0.000    0.000    0.000 core.py:788(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:790(__init__)
        1    0.000    0.000    0.000    0.000 core.py:799(_MaskedUnaryOperation)
       26    0.000    0.000    0.001    0.000 core.py:816(__init__)
        1    0.000    0.000    0.000    0.000 core.py:881(_MaskedBinaryOperation)
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
       18    0.000    0.000    0.001    0.000 core.py:900(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csc.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csc.py:17(csc_matrix)
        1    0.000    0.000    0.001    0.001 csc.py:8(<module>)
        1    0.000    0.000    0.000    0.000 csgraph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csgraph.py:10(swig_import_helper)
        1    0.000    0.000    0.001    0.001 csgraph.py:8(<module>)
        1    0.002    0.002    0.015    0.015 csr.py:1(<module>)
        1    0.000    0.000    0.004    0.004 csr.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csr.py:19(csr_matrix)
        1    0.000    0.000    0.005    0.005 csr.py:8(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:144(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:297(prep_simple)
        1    0.002    0.002    0.012    0.012 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 data.py:16(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.007    0.007    0.021    0.021 dates.py:109(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1106(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:140(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:219(strpdate2num)
        1    0.000    0.000    0.003    0.003 dates.py:310(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:394(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:419(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:490(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:506(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:547(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:662(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:839(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:895(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:913(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:934(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:952(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:970(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:988(SecondLocator)
        1    0.003    0.003    0.060    0.060 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3720(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3735(Context)
        3    0.000    0.000    0.001    0.000 decimal.py:3754(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3781(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3788(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5390(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5623(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5627(__init__)
        1    0.001    0.001    0.008    0.008 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.001    0.001    0.001    0.001 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.098    0.098 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.001    0.001    0.003    0.003 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        1    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 defchararray.py:1695(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.002    0.002    0.004    0.004 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dia.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 dia.py:14(dia_matrix)
        1    0.000    0.000    0.001    0.001 dia.py:8(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1639(HtmlDiff)
        1    0.003    0.003    0.010    0.010 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.001    0.001    0.002    0.002 dis.py:1(<module>)
    77237    1.116    0.000    1.462    0.000 distributions.py:1024(_argcheck)
    77237   15.367    0.000   89.188    0.001 distributions.py:1368(isf)
        1    0.000    0.000    0.000    0.000 distributions.py:1856(ksone_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:1869(kstwobign_gen)
    48053    0.561    0.000    0.561    0.000 distributions.py:1898(_norm_ppf)
        1    0.000    0.000    0.000    0.000 distributions.py:1900(norm_gen)
    48053    0.656    0.000    1.217    0.000 distributions.py:1917(_isf)
        1    0.000    0.000    0.000    0.000 distributions.py:1936(alpha_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:1957(anglit_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:1978(arcsine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2005(beta_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2062(betaprime_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2102(bradford_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2139(burr_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2180(fisk_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2206(cauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2237(chi_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2264(chi2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2301(cosine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2319(dgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2354(dweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2388(erlang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2419(expon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2454(exponweib_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2479(exponpow_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2508(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2545(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2568(f_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2620(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2655(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2688(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2725(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2758(genpareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2797(genexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2831(genextreme_gen)
